,calib_pred,calib_true,q2,q5,q7,q8,q9
22,5.371000289916992,5.309803919971486,5.0,5.0,5.494752000253373,5.647915503315358,6.239625999943646
23,5.667421817779541,5.0,5.0,5.0,5.0,5.0,6.015040800840419
24,5.820293426513672,5.031517051446065,5.0,5.18837535480105,6.30571692463636,6.7661930404308706,7.007023843501842
25,6.4196085929870605,6.376750709602099,5.0,5.0,5.481515245560481,5.850820228732402,6.0963131810635645
26,5.198533535003662,5.0,5.0,5.0,5.0,5.0,5.668744396507356
27,6.542566776275635,9.031517051446064,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
28,5.082605838775635,5.0,5.0,5.0,5.0,5.0,5.0
29,5.402747631072998,5.167491087293763,5.0,5.0,5.0,5.0,5.09995098928664
30,6.2885870933532715,5.3979400086720375,5.6936512982466265,6.821318484692428,7.295062717774298,7.354829414764048,7.459720859977528
31,5.4963555335998535,6.017728766960431,5.0,5.0,5.0,5.296297212024423,5.888891636073268
32,4.971319675445557,5.0,5.0,5.0,5.0,5.0,5.0
33,5.319759845733643,5.0,5.0,5.0,5.0,5.494850021680094,5.698970004336019
34,6.050722599029541,5.0,5.0,5.928180382362728,6.772577569995745,7.568636235841013,8.324875990832918
35,4.898073673248291,5.0,5.0,5.0,5.0,5.552491252371425,6.7251911251650505
36,4.689553737640381,5.0,5.0,5.0,5.0,5.327902142064283,6.2076083105017466
37,6.597404956817627,6.568636235841013,5.0,5.287967737291256,7.461462975529174,8.170234422669175,8.401017899130922
38,4.9205641746521,5.0,5.0,5.0,5.0,5.0,5.920818753952375
39,6.230236530303955,5.2441251443275085,5.0,5.0,5.657577319177793,5.920818753952375,6.154901959985743
40,6.55794620513916,6.920818753952375,5.0,6.299299729609228,7.56968241169672,7.787170498505569,7.910390122074611
41,5.89335298538208,7.795880017344075,5.0,5.0,5.26935749724493,6.077429988979726,6.5496212774634985
42,6.027822971343994,7.080921907623926,5.0,5.769551078621726,7.002632177292251,7.840628610219042,8.59864862673098
43,5.464833736419678,5.853871964321762,5.0,5.457176355851572,5.760374041286161,5.882984820353755,6.11948012689327
44,5.207489490509033,5.0,5.0,5.0,5.0,5.63741732867143,6.912251986014287
45,6.431222438812256,6.3872161432802645,5.0,5.0,5.0,5.0,5.0795880017344075
46,7.146279811859131,8.455931955649724,5.0,5.227965977824862,5.529434997455911,5.5376020021010435,5.642138395778679
47,5.43853235244751,5.0,5.0,5.0,5.481515245560481,5.850820228732402,6.0963131810635645
48,4.7623820304870605,5.0,5.0,5.0,5.0,5.0,5.0
49,5.0415425300598145,5.0,5.0,5.0,5.0,5.084043280676638,5.252129842029914
50,5.256292819976807,5.823908740944319,5.0,5.0,5.0,5.886324317847616,6.185228563145452
51,5.026782512664795,5.0,5.0,5.0,5.0,5.0,5.60806164392009
52,6.291965007781982,6.080921907623926,5.0,5.287967737291256,7.461462975529174,8.170234422669175,8.401017899130922
53,5.565006732940674,5.0,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
54,5.1820831298828125,5.0,5.0,5.0,5.0,5.0,5.0
55,5.7263360023498535,6.568636235841013,5.0,5.0,5.968889800705817,6.338153788612729,6.662443951152241
56,5.866572856903076,5.0,5.0,5.928180382362728,6.772577569995745,7.568636235841013,8.324875990832918
57,4.97601842880249,5.0,5.0,5.0,5.0,5.6020599913279625,6.619788758288394
58,5.05877161026001,5.0,5.0,5.0,5.327902142064283,5.638272163982407,5.721246399047171
59,6.17877197265625,5.0,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
60,5.09853458404541,5.0,5.0,5.0,5.0,5.0,5.0
61,6.352141380310059,7.886056647693163,5.0,5.0,6.721246399047171,7.102372908709558,7.221848749616356
62,5.470271110534668,5.0,5.0,5.0,5.0,5.093971785205677,5.226292647534192
63,5.188574314117432,5.0,5.0,5.0,5.0,5.093971785205677,5.226292647534192
64,6.507439613342285,5.619788758288394,5.6936512982466265,6.821318484692428,7.295062717774298,7.354829414764048,7.459720859977528
65,5.533741474151611,7.187086643357144,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
66,5.631984233856201,5.0,5.0,5.030240373690691,5.979796630032903,6.440875561547003,6.637736343307488
67,5.5013556480407715,5.0,5.0,5.0,5.0,5.327902142064283,6.2076083105017466
68,5.369973659515381,5.0,5.0,5.0,5.657577319177793,5.920818753952375,6.154901959985743
69,7.0207414627075195,5.455931955649724,5.048825028865502,5.122062572163754,5.170887601029256,5.195300115462007,5.219712629894758
70,6.443410396575928,5.0,5.0,5.0,5.769551078621726,7.5376020021010435,7.585026652029182
71,5.553534030914307,5.5376020021010435,5.0,5.0,5.522878745280337,6.2441251443275085,8.05551732784983
72,5.124635219573975,5.0,5.0,5.0,5.0,5.0,5.287582194452533
73,5.915807247161865,8.187086643357144,5.0,5.0,5.0,5.0,5.297890997958678
74,7.294122219085693,6.200659450546418,5.0,5.0,5.0,5.0,5.70446769648675
75,5.222270965576172,5.0,5.0,5.0,5.0,5.0,5.1
76,4.8599677085876465,5.0,5.0,5.0,5.1604035918505,5.622826716909309,6.0898160921468385
77,5.652805328369141,5.0,5.0,5.0,5.0,5.0,5.3191360819912035
78,5.5784173011779785,5.0,5.0,5.0,5.0,5.0,5.0795880017344075
79,5.190797328948975,6.1938200260161125,5.0,5.0,5.0,5.071309464702763,5.2139283941082875
80,5.235488414764404,5.0,5.0,5.33889035263304,5.770689473640969,5.908845318154531,6.0508638306165725
81,7.820923328399658,6.769551078621726,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
82,5.526202201843262,5.0,5.0,5.0,5.747866492601998,6.276799720315459,6.5119362786376165
83,5.965395450592041,7.1487416512809245,5.0,5.0,5.708512583073295,6.456685660619315,8.053554394051933
84,5.387413501739502,5.6020599913279625,5.0,5.0,5.0,5.0,5.129818655252878
85,5.935956001281738,5.522878745280337,5.0,5.0,5.0,5.279588001734408,6.594799162246874
86,8.235552787780762,6.920818753952375,5.0,6.054231271163718,7.256077439944282,8.1249387366083,8.627853508438662
87,6.582932472229004,5.5376020021010435,5.0,5.0,5.309772914624212,5.785123056544632,6.580936883073365
88,5.459811687469482,5.0,5.0,5.0,5.0,5.0,5.149669314685716
89,5.362321376800537,5.0,5.0,5.0,5.101727661233145,5.717368524130526,6.277112444960014
90,5.7041425704956055,5.0,5.0,5.0,5.769551078621726,7.5376020021010435,7.585026652029182
91,4.551974773406982,9.744727494896694,5.0,5.0,5.0201454878767855,5.7447274948966935,6.035290537142854
92,4.9332098960876465,5.0,5.0,5.0,5.0,5.0916591953431425,5.269678045872886
93,4.6593804359436035,5.0,5.0,5.0,5.0,5.0,5.0
94,5.783111572265625,5.0,5.0,5.0,5.0,5.071309464702763,5.2139283941082875
95,4.869424819946289,5.0,5.0,5.0,5.0,5.0,5.0
96,5.167355060577393,5.356547323513812,5.0,5.0,5.6020599913279625,5.7447274948966935,5.886056647693163
97,4.943967819213867,5.0,5.0,5.0,5.090836138293877,5.342313722939064,5.714610867233399
98,5.276928424835205,6.638272163982407,5.0,5.0,5.0,5.0,5.0
99,4.8886871337890625,5.0,5.0,5.0,5.0,5.0,5.0
100,5.147697925567627,5.0,5.0,5.0,5.0,5.0,5.0
101,5.460564136505127,7.638272163982407,5.0,5.0,5.0,6.366531544420414,8.494850021680094
102,4.610363960266113,5.0,5.0,5.0,5.0,5.0,5.0
103,5.82345724105835,5.0,5.0,5.0,5.0,5.0,5.0795880017344075
104,5.407039642333984,5.0,5.0,5.0,5.0,5.0,5.186847479451571
105,5.231992244720459,5.0,5.0,5.0,7.035625007497918,7.38004376813455,7.604730444456747
106,6.135640621185303,5.0,5.0,5.0,5.557809882459554,6.481225900025257,7.487317135998911
107,5.388492584228516,5.0,5.0,5.0,5.261960783994296,6.04784313597719,6.88377334994157
108,5.711773872375488,6.366531544420414,5.0,5.0,5.0,5.223837281543842,5.671511844631525
109,5.3020477294921875,5.0,5.0,5.0,5.0,5.0,5.0
110,5.009047031402588,5.0,5.0,5.0,5.0,5.0,5.4604093769761874
111,6.061950206756592,5.0,5.0,5.0,5.0,5.0,5.0
112,6.068742275238037,5.42021640338319,5.0,5.287967737291256,7.461462975529174,8.170234422669175,8.401017899130922
113,4.9708075523376465,5.0,5.0,5.0,5.0,5.0,5.3014005676816796
114,6.468383312225342,7.3979400086720375,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
115,6.462670803070068,5.0,5.0,5.614942352606449,7.844835868359313,8.098999141397796,9.13106355737751
116,5.419834613800049,7.221848749616356,5.0,5.0,5.0,5.223837281543842,6.140057981153716
117,5.774177074432373,7.346787486224656,5.0,5.0,5.0869625986495866,5.173925197299173,5.265236260406493
118,5.71106481552124,5.568636235841013,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
119,5.711516857147217,7.096910013008056,5.0,5.0,5.159379381312206,5.318758762624412,5.988168040901103
120,5.681352615356445,5.0,5.0,5.0,6.721246399047171,7.102372908709558,7.221848749616356
121,6.4798994064331055,7.0655015487564325,5.0,5.0,5.0,5.0,5.0
122,5.313675880432129,5.0,5.0,5.0,5.090836138293877,5.342313722939064,5.714610867233399
123,6.234971523284912,7.585026652029182,5.0,5.292429823902063,5.801396958063174,6.210789396402983,6.471963329792007
124,4.897677898406982,5.0,5.0,5.0,5.0,5.241230752217968,5.6218487496163565
125,6.15670108795166,6.096910013008056,5.0,5.0,5.0,5.0,5.09995098928664
126,5.6395583152771,5.481486060122113,5.0,5.0,5.0,5.0,5.0
127,5.027973651885986,5.0,5.0,5.0,5.112251986014286,5.333388773477399,5.569928007722705
128,5.055216312408447,5.0,5.0,5.0,5.101727661233145,5.520030657457415,5.848767903643857
129,4.787830829620361,5.119186407719209,5.0,5.0,5.0,5.0,5.0795880017344075
130,5.982118129730225,6.431798275933005,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
131,4.994046688079834,5.0,5.0,5.0,5.0,5.0,5.0
132,5.978095531463623,5.0,5.0,5.032750774378217,5.696834746491283,6.468685246554372,6.673751488085751
133,5.112181186676025,5.0,5.0,5.0,5.920818753952375,6.356547323513812,6.455931955649724
134,5.141671657562256,5.0,5.0,5.0,5.0,5.0,5.0
135,6.5754547119140625,5.769551078621726,5.0,5.0,5.252129842029914,5.652129842029915,6.159176003468815
136,5.314265251159668,6.119186407719209,5.0,5.0,5.0,5.0,5.3013094416207345
137,5.324386119842529,6.619788758288394,5.0,5.0,5.0,5.0,5.668744396507356
138,5.00195837020874,5.0,5.0,5.0,5.0,5.0,5.0
139,5.051568508148193,5.4089353929735005,5.0,5.0,5.36804185367615,5.695208145805298,6.305438650294773
140,4.92280387878418,5.0,5.0,5.0,5.0,5.0,5.12757241303992
141,5.034104824066162,5.0,5.0,5.0,5.0,5.203455322466291,5.620010954683868
142,4.989799976348877,5.0,5.0,5.0,5.0,5.0,5.0795880017344075
143,5.932015419006348,6.130768280269024,5.0,5.0,5.519066146175629,5.670701335829286,5.787170498505568
144,5.850759983062744,5.0,5.0,6.299299729609228,7.56968241169672,7.787170498505569,7.910390122074611
145,5.113224029541016,5.0,5.0,5.0,5.0,5.263030927671117,5.733304289873123
146,6.5892815589904785,7.619788758288394,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
147,6.8334641456604,8.4089353929735,5.0,5.0,5.856464859428565,6.2960837014903515,6.823603534477858
148,6.422430992126465,5.958607314841775,5.0,5.0,5.509691001300805,6.858146007804834,7.63075221594426
149,5.826629161834717,5.638272163982407,5.0,5.0,5.0,5.0,5.634010660811674
150,5.852146625518799,5.481486060122113,5.0,5.457176355851572,5.760374041286161,5.882984820353755,6.11948012689327
151,5.683626651763916,5.619788758288394,5.0,5.0,5.26289556697899,5.774816866366195,5.804897680378984
152,5.412502765655518,6.107905397309519,5.0,5.0,5.6445731277666615,5.951049602663894,6.020045663244449
153,5.138082027435303,5.0,5.0,5.0,5.160563744106219,5.440151745840627,5.855473215493237
154,5.718281269073486,5.481486060122113,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
155,5.1350016593933105,5.0,5.0,5.0,5.0,5.0,5.583745543646882
156,4.869414806365967,5.0,5.0,5.0,5.0,5.065580428412857,5.5327869988180645
157,5.480301380157471,5.0,5.0,5.0,5.101727661233145,5.520030657457415,5.848767903643857
158,4.8702311515808105,5.0,5.0,5.0,5.0869625986495866,5.173925197299173,5.265236260406493
159,4.806207656860352,5.0,5.0,5.0,5.55007498130775,6.226778245030048,6.406763468004177
160,5.2205281257629395,5.0,5.0,5.0,5.55007498130775,6.226778245030048,6.406763468004177
161,5.912609100341797,5.0,5.0,5.0,5.0,5.0,6.015040800840419
162,6.297102928161621,6.4089353929735005,5.0,5.0,5.0,5.51359866254608,6.637319323763178
163,5.419593334197998,5.0,5.0,5.0,5.0,5.51359866254608,6.637319323763178
164,5.355309963226318,5.0,5.0,5.0,5.0,5.0,5.0795880017344075
165,5.14605712890625,5.0,5.0,5.0,5.0,5.0,5.142021640338318
166,5.215527057647705,5.0,5.0,5.0,5.0,5.103854924202302,5.3616200641289495
167,5.470344543457031,5.5376020021010435,5.0,5.0,5.596490607097571,6.025706859412084,6.4526793486171155
168,5.696728706359863,5.0,5.0,5.0,5.0,5.477528010406445,6.104288634424147
169,6.032766819000244,7.130768280269024,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
170,5.02876615524292,5.0,5.0,5.0,5.0,5.0,5.20144957839504
171,5.227104187011719,5.0,5.0,5.0,5.327902142064283,5.638272163982407,5.721246399047171
172,5.3777756690979,5.721246399047171,5.0,5.0,5.0,5.1355561410532165,5.4066684231596485
173,5.413331508636475,5.0,5.378913216807529,5.958607314841775,6.717273000560288,6.850382250330102,7.853112668883502
174,5.6049675941467285,5.0,5.0,5.0,5.006682918413346,5.149336579604481,5.6839014626552515
175,5.25465202331543,5.0,5.0,5.0,5.1916350977420995,5.494997974617254,5.904956590427026
176,5.851210117340088,5.0,5.0,5.769551078621726,7.002632177292251,7.840628610219042,8.59864862673098
177,6.22553014755249,7.356547323513812,5.00261888324147,5.429118384862106,5.882751518246458,5.969390180020549,6.056028841794641
178,6.063860893249512,7.886056647693163,5.0,5.287967737291256,7.461462975529174,8.170234422669175,8.401017899130922
179,6.045165538787842,5.0,5.0,5.886056647693163,6.411483315576424,6.812020239627062,7.869565169179853
180,5.755403995513916,5.0,5.0,5.0,5.0,5.0,5.0
181,5.099461078643799,5.920818753952375,5.0,5.0,5.0,5.494850021680094,5.698970004336019
182,6.242049694061279,5.0,5.0,5.287967737291256,7.461462975529174,8.170234422669175,8.401017899130922
183,5.603115558624268,6.050609993355087,5.0,5.0,5.0,5.768718582206093,6.934458917154219
184,5.435115814208984,6.366531544420414,5.0,5.0,5.2543191530828635,5.508638306165727,5.56421353222706
185,4.880173206329346,5.0,5.0,5.0,5.0,5.0,5.0
186,6.167547225952148,5.0,5.0,5.0,5.717948779044448,6.154656928386707,6.8675683249985315
187,5.151542663574219,5.0,5.0,5.0,5.0869625986495866,5.173925197299173,5.265236260406493
188,5.384183406829834,5.0,5.0,5.734260541478872,6.763144123905442,7.191911180327464,7.651523988147662
189,5.844499111175537,6.494850021680094,5.0,5.0,5.0,5.0,5.305182983699436
190,5.985320568084717,7.886056647693163,5.0,5.0,5.0,5.0,5.255144826079842
191,5.821334362030029,7.443697499232712,5.0,5.0,5.0,5.0,5.0
192,5.392322063446045,5.0,5.0,5.0,5.0,5.0,5.0
193,5.428589820861816,5.0,5.0,5.0,6.010237290870956,6.118490746653228,6.2535212480354065
194,5.624997615814209,5.0,5.0,5.0,5.481647993062369,5.786415255761733,6.111946779547825
195,5.9099836349487305,6.0,5.0,6.299299729609228,7.56968241169672,7.787170498505569,7.910390122074611
196,4.978954792022705,5.0,5.0,5.0,5.006682918413346,5.149336579604481,5.6839014626552515
197,5.638608455657959,6.853871964321762,5.378913216807529,5.958607314841775,6.717273000560288,6.850382250330102,7.853112668883502
198,5.822793006896973,5.0,5.0,5.0,5.481515245560481,5.850820228732402,6.0963131810635645
199,5.116186141967773,5.0,5.0,5.06246936830415,5.20446769648675,5.2839966563652006,5.389423339022647
200,5.162953853607178,5.0,5.0,5.129818655252878,5.329481682537159,6.008456040717206,6.535526288668958
201,5.058959484100342,5.0,5.0,5.0,5.0,5.0,5.0
202,4.906552791595459,5.0,5.0,5.0,5.0,5.259497564773153,5.797940008672038
203,5.227775573730469,5.0,5.0,5.0,5.0,5.886324317847616,6.185228563145452
204,5.187333583831787,5.0,5.0,5.0,5.0,5.351015991217509,5.585026652029182
205,5.20842170715332,5.0,5.0,5.18837535480105,6.7396216559868245,6.886056647693163,7.169199170261093
206,5.675808429718018,5.0,5.0,5.0,5.0,5.1355561410532165,5.4066684231596485
207,4.752822399139404,5.0,5.0,5.0,5.0,5.0,5.0
208,5.463466644287109,5.0,5.0,5.0,5.0,5.0,5.0
209,5.068576335906982,5.0,5.0,5.0,5.252129842029914,5.652129842029915,6.159176003468815
210,4.8906450271606445,6.481486060122113,5.0,5.0,5.0201454878767855,5.7447274948966935,6.035290537142854
211,5.3304524421691895,5.0,5.0,5.0,5.0,5.0,7.440487994684071
212,6.088241100311279,6.6777807052660805,5.0,5.0,5.468521082957745,6.167491087293763,6.920818753952375
213,5.183289051055908,5.0,5.00261888324147,5.429118384862106,5.882751518246458,5.969390180020549,6.056028841794641
214,5.789825916290283,6.031517051446065,5.0,5.0,5.0,5.0,5.035654732351381
215,4.817065715789795,5.0,5.0,5.0,5.0,5.0,5.0
216,4.8151679039001465,5.0,5.0,5.0,5.0,5.508638306165727,6.451544993495972
217,4.437514305114746,5.0,5.0,5.0,5.0,5.0,5.0
218,5.167220115661621,5.0,5.0,5.0,5.216373919714151,5.954208448776369,6.926693965314053
219,5.154272079467773,5.0,5.0,5.0,5.0,5.0,5.342800251070619
220,5.0769267082214355,5.0,5.0,5.0,5.329878389978372,5.420171791158,5.575313958251336
221,6.09874963760376,5.853871964321762,5.0,5.0,5.0,5.0,5.0
222,6.563533306121826,5.0,5.0,5.0,5.0,6.366531544420414,8.494850021680094
223,6.062769412994385,5.0,5.0,5.928180382362728,6.772577569995745,7.568636235841013,8.324875990832918
224,5.3478851318359375,5.0,5.0,5.0,5.0,5.63741732867143,6.912251986014287
225,5.529236316680908,5.236572006437063,5.0,5.0,5.769551078621726,7.5376020021010435,7.585026652029182
226,5.01621675491333,5.0,5.0,5.0,5.0,5.494850021680094,5.698970004336019
227,5.218225002288818,5.0,5.0,5.0,5.0,5.0,5.0
228,6.0565972328186035,5.0,5.0,5.122062572163754,5.770689473640969,5.900566781122885,5.985661382193382
229,4.965060710906982,5.0,5.0,5.0,5.0,5.0,5.12757241303992
230,5.985703468322754,5.0,5.0,5.0,5.0,5.0,6.015040800840419
231,4.997763633728027,5.0,5.0,5.0,5.0869625986495866,5.173925197299173,5.265236260406493
232,5.053565502166748,5.0,5.0,5.0,7.035625007497918,7.38004376813455,7.604730444456747
233,4.936710357666016,5.0,5.0,5.0,5.0,5.0,5.0
234,5.65262508392334,5.0,5.0,5.0,5.0,5.6020599913279625,6.619788758288394
235,4.9723591804504395,5.0,5.0,5.0,5.0,5.0,5.0
236,5.7994818687438965,6.619788758288394,5.0,5.0,5.0,5.0,5.0
237,5.927990436553955,5.1249387366083,5.0,5.0,5.0,5.0,5.0
238,5.6691460609436035,5.0,5.0,5.0,5.0,5.0,5.180617997398389
239,5.425793170928955,5.886056647693163,5.0,5.0,5.117005330405836,5.468021321623346,6.748955999889548
240,5.234121799468994,5.0,5.0,5.0,5.0,5.0,6.015040800840419
241,5.560741424560547,5.0,5.0,5.0,5.0,5.0,5.0
242,5.325876712799072,5.0,5.0,5.0,5.0,5.0,5.3872161432802645
243,5.75095796585083,5.657577319177793,5.455931955649724,6.839926856944473,7.240743030061056,7.522878745280337,8.002182402701225
244,5.404439926147461,5.0,5.0,5.0,5.7366550031619,6.053660333567737,6.31934349279846
245,5.36785364151001,6.200659450546418,5.0,5.0,5.468521082957745,6.167491087293763,6.920818753952375
246,5.465556621551514,5.0,5.0,5.0,5.876329286972975,7.012697251504221,7.26494905424264
247,5.373474597930908,7.920818753952375,5.0,5.0,5.003621217265445,5.088723738510172,5.694820453954792
248,4.576414585113525,5.0,5.0,5.0,5.0,5.083043324200698,5.371461077681457
249,6.258934497833252,5.508638306165727,5.0,5.0,6.010237290870956,6.118490746653228,6.2535212480354065
250,6.641118049621582,6.7447274948966935,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
251,6.740705966949463,5.0,5.0,6.054231271163718,7.256077439944282,8.1249387366083,8.627853508438662
252,5.095340251922607,5.0,5.0,5.0,5.20345532246629,5.305182983699437,5.406910644932582
253,6.277929782867432,5.0,5.382963298389445,6.42021640338319,7.7229554474115485,8.285461606394016,8.584121974471215
254,5.55402135848999,5.0,5.0,5.0,5.252129842029914,5.652129842029915,6.159176003468815
255,5.713378429412842,5.0,5.0,5.30033623392066,6.271896009882983,6.480994761799621,8.877103382651214
256,5.440962314605713,5.886056647693163,5.0,5.0,5.159379381312206,5.318758762624412,5.988168040901103
257,5.9528584480285645,5.0,5.0,5.769551078621726,7.002632177292251,7.840628610219042,8.59864862673098
258,5.178299427032471,5.0,5.0,5.0,5.0,5.0,5.0
259,4.762008190155029,5.0,5.0,5.0,5.0,5.0,5.0
260,5.93487024307251,5.0,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
261,5.181904315948486,5.0,5.0,5.734260541478872,6.763144123905442,7.191911180327464,7.651523988147662
262,5.097131252288818,5.0,5.0,5.0,5.0869625986495866,5.173925197299173,5.265236260406493
263,5.735398292541504,5.0,5.0,5.0,5.0,5.0,5.3014005676816796
264,5.268683433532715,5.0,5.0,5.0,5.0,5.0,5.139794000867203
265,5.9014506340026855,6.136677139879544,5.0,5.0,5.0,5.0,5.297890997958678
266,5.010819911956787,5.267606240177032,5.0,5.059593203859604,5.621921275511394,6.232348276903211,6.79018639043693
267,5.3739142417907715,6.481486060122113,5.0,5.0,5.0,5.0,5.904700876731446
268,4.738749027252197,5.0,5.0,5.0,5.0,5.083043324200698,5.371461077681457
269,4.855579376220703,5.0,5.0,5.0,5.0,5.259078965559803,6.099531988906442
270,5.577783584594727,5.301029995663981,5.0,5.42021640338319,6.657577319177793,7.1249387366083,7.481486060122112
271,6.700748920440674,7.086186147616283,5.0,5.0,5.0,5.1355561410532165,5.4066684231596485
272,5.008787631988525,5.0,5.0,5.227965977824862,5.529434997455911,5.5376020021010435,5.642138395778679
273,5.14530086517334,5.0,5.0,5.0,5.0,5.065580428412857,5.5327869988180645
274,5.128821849822998,5.0,5.0,5.0,5.0,5.0,5.0
275,5.002095699310303,5.0,5.0,5.0,5.0,5.0,5.0
276,6.088595390319824,6.1487416512809245,5.0,5.0,5.0,5.0,5.0
277,5.462759494781494,5.0,5.0,5.0,5.0201454878767855,5.7447274948966935,6.035290537142854
278,4.940338611602783,5.0,5.0,5.0,5.210108201691595,5.42021640338319,5.5707314012151805
279,5.008660793304443,5.0,5.0,5.0,5.0,5.0,5.0
280,5.141671657562256,5.0,5.0,5.0,5.0,5.0,5.0
281,5.705024242401123,5.619788758288394,5.0,5.0,5.0,5.296297212024423,5.888891636073268
282,5.227377891540527,5.0,5.0,5.0,5.0,5.0,5.07535014192042
283,5.002946376800537,5.0,5.0,5.0,5.0,5.0,5.119382002601611
284,5.1956000328063965,5.0,5.0,5.0,5.0,5.0,5.955056020812891
285,5.969895839691162,6.366531544420414,5.0,5.0,5.761091082236913,6.416153306250301,7.328727082090541
286,5.404268741607666,5.0,5.0,5.0,5.0,5.0,5.045403709931007
287,4.9839959144592285,5.0,5.0,5.0,5.0,5.0,5.0
288,6.183875560760498,6.7447274948966935,5.0,6.200659450546418,6.638272163982407,8.221848749616356,8.958607314841775
289,5.271926403045654,5.0,5.0,5.0,5.0,5.0,5.955056020812891
290,6.230130672454834,7.026872146400302,5.0,5.42021640338319,6.793384992580273,7.137875212617382,7.140271358093056
291,5.282224178314209,5.0,5.0,5.0,5.0,5.0,5.0
292,5.0904459953308105,5.0,5.0,5.0,5.0,5.0,5.255144826079842
293,4.828392028808594,5.0,5.0,5.0,5.1654344782395265,5.406258474770712,5.695764207919511
294,5.067391872406006,5.0,5.0,5.0,5.0,5.552491252371425,6.617810671064914
295,5.538426399230957,5.958607314841775,5.0,5.0,5.086359655186601,5.345438620746404,6.887311395274088
296,5.07435941696167,5.0,5.0,5.0,5.0,5.576997119237737,5.915076914552607
297,5.362247943878174,5.657577319177793,5.0,5.0,5.0,5.0,5.3191360819912035
298,6.164096355438232,5.2839966563652006,5.0,5.769551078621726,7.002632177292251,7.840628610219042,8.59864862673098
299,5.041693210601807,5.0,5.0,5.0,5.0,5.0,5.0
300,5.554417133331299,5.0,5.0,5.0,5.0,6.366531544420414,8.494850021680094
301,4.6993088722229,5.0,5.0,5.0,5.0,5.210121998671017,5.630365996013053
302,5.375449180603027,5.0,5.0,5.0,5.0,5.0,5.0
303,5.718029022216797,5.0,5.0,5.0,5.0,5.0,5.0795880017344075
304,6.653302192687988,6.494850021680094,5.382963298389445,6.42021640338319,7.7229554474115485,8.285461606394016,8.584121974471215
305,5.398860454559326,7.013228265733755,5.0,5.0,5.0,5.0,6.015040800840419
306,4.519031524658203,5.0,5.0,5.0,5.0201454878767855,5.7447274948966935,6.035290537142854
307,5.756933689117432,5.0,5.0,5.0,5.761091082236913,6.416153306250301,7.328727082090541
308,5.453836441040039,5.0,5.0,5.0,5.0,5.0,5.317005330405837
309,5.113825798034668,5.0,5.0,5.0,5.0,5.0,5.0
310,6.745655059814453,7.7447274948966935,5.0,5.928180382362728,6.772577569995745,7.568636235841013,8.324875990832918
